,loan_id,account_id,loan_date,amount,duration,payments,status,birth_number,client_district,account_district,frequency,account_date,card_type,name,region,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,unemploymant rate '96 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes '95 ,no. of commited crimes '96 ,trans_date_min,trans_date_max,trans_amount_min,trans_amount_max,trans_amount_mean,trans_amount_std,trans_amount_last,trans_balance_min,trans_balance_max,trans_balance_mean,trans_balance_std,trans_balance_last,trans_type_n_credit,trans_type_n_withdrawal,operation_n_credit_cash,operation_n_collection_from_another_bank,operation_n_withdrawal_in_cash,operation_n_remittance_to_another_bank,operation_n_credit_card_withdrawal,operation_n_interest_credited
643,7198,10788,940823,45768,12,3814,1.0,775527,72,67,weekly issuance,931122,none,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,931122,940819,24.2,36574.0,5645.466666666667,9022.088982218971,23900.0,800.0,78327.5,32555.81851851852,14361.643030576995,54427.5,22,5,10,0,5,0,0,12
649,7213,10884,960213,113544,36,3154,1.0,420918,65,65,monthly issuance,950220,none,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,950220,960210,14.6,28386.0,6453.483098591549,7711.092126985197,4408.0,700.0,68048.1,33990.419718309866,12325.831191185674,13386.8,26,45,4,11,31,14,0,11
651,7220,10911,940728,131292,36,3647,1.0,540320,1,1,weekly issuance,930529,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930529,940723,12.1,32823.0,7915.583132530121,8963.527117970361,3500.0,1000.0,70288.4,36635.11566265061,12494.312333486101,31361.3,29,54,2,14,44,10,0,13
653,7226,10940,940223,197748,36,5493,1.0,705505,13,50,monthly issuance,930913,none,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,930913,940216,68.3,36216.0,14293.412500000002,12674.318704470865,5700.0,300.0,74413.6,44735.43125,19635.357674451083,43294.5,11,5,7,0,5,0,0,4
654,7227,10942,951002,314520,60,5242,1.0,556118,44,44,weekly issuance,940605,none,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,940605,950930,30.0,56700.0,15168.362307692307,15591.936909191114,309.5,500.0,128119.4,63527.42000000002,28698.379826165863,50517.0,56,74,40,0,62,12,0,16
656,7233,10963,961225,115812,36,3217,1.0,530601,16,16,monthly issuance,950520,none,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,950520,961218,14.6,50800.0,13280.084677419358,14709.909902323625,3100.0,1100.0,119527.2,56646.516129032294,21971.162852105062,41878.1,51,73,32,0,73,0,0,19
657,7235,10973,931013,154416,48,3217,1.0,695525,18,18,weekly issuance,930420,none,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,930420,931008,13.6,39098.0,9740.15,10535.162655602428,2600.0,8897.0,81723.5,46715.8,20286.965558464442,53402.7,16,16,10,0,16,0,0,6
658,7240,11013,930906,274740,60,4579,1.0,780907,63,1,weekly issuance,930214,none,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,930214,930831,30.0,63366.0,18945.966666666667,19355.220501853877,182.8,600.0,122893.1,57188.21111111113,25256.6658167142,41142.9,13,14,1,6,11,3,0,6
659,7241,11021,950304,168984,24,7041,-1.0,760318,1,1,monthly issuance,930810,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930810,950303,2.5,55200.0,11357.386875000004,14217.84042253851,14200.0,-517.7,120806.4,56053.99750000008,28355.36015800731,24304.3,74,86,36,0,86,0,0,38
661,7243,11042,951204,217152,36,6032,1.0,740707,72,72,monthly issuance,950129,classic,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,950129,951130,4.4,54286.0,12666.78245614035,14230.107373843503,226.2,400.0,109774.3,49107.06666666669,18394.513784863888,42293.9,21,36,1,10,30,6,0,10
662,7246,11054,960820,148920,60,2482,1.0,770803,59,59,weekly issuance,960201,none,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,960201,960818,30.0,22780.0,7832.083870967742,7198.968039290852,2900.0,400.0,63289.9,32435.319354838695,15220.65126336407,15278.6,16,15,3,7,12,3,0,6
663,7249,11065,940612,69360,48,1445,1.0,410728,46,11,monthly issuance,930319,none,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,930319,940610,14.6,17782.0,4748.167948717948,5349.454357161016,13700.0,1100.0,52365.0,33857.10641025642,9598.252851868401,38665.0,31,47,17,0,47,0,0,14
667,7259,11111,940131,108144,36,3004,1.0,635512,59,1,monthly issuance,930520,none,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,930520,940118,14.6,60600.0,13671.429090909089,16921.113973296386,3500.0,900.0,123863.4,54652.89818181817,25585.472260311017,21921.3,23,32,15,0,26,6,0,8
668,7262,11135,940301,182628,36,5073,1.0,590523,75,75,monthly issuance,931010,none,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,931010,940228,67.1,23204.0,8281.607692307693,7798.415712124006,183.5,500.0,52246.0,33229.1076923077,14579.421766566596,45660.9,10,3,6,0,3,0,0,4
669,7263,11138,960119,89880,24,3745,1.0,630516,70,70,weekly issuance,950818,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,950818,960115,26.2,47100.0,13517.224137931033,16039.789608783509,12300.0,800.0,116004.2,62571.28275862068,27471.97500043153,39079.5,13,16,8,0,16,0,0,5
671,7271,11186,961002,392460,60,6541,1.0,806113,12,12,monthly issuance,941124,none,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,941124,960930,14.6,58870.0,12882.523076923082,15051.099853811127,216.2,900.0,115913.4,57131.74055944061,20293.363479654072,53259.7,46,97,2,22,79,18,0,22
674,7284,11265,930915,52788,12,4399,1.0,730216,15,15,monthly issuance,930114,none,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,930114,930911,14.6,17920.0,3714.8976744186057,3862.234635574664,1900.0,1000.0,41469.1,22198.179069767448,6652.642956340849,21029.0,21,22,14,0,14,8,0,7
679,7304,11349,951029,419880,60,6998,1.0,456030,1,1,weekly issuance,950526,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,950526,951023,39.0,64800.0,24426.472222222223,22749.02056507839,300.0,200.0,104039.9,59352.83333333334,27879.396856671145,24704.4,11,7,2,5,6,1,0,4
680,7305,11359,960806,54024,12,4502,1.0,680413,61,61,monthly issuance,941001,classic,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,941001,960731,14.6,40521.0,8708.722448979594,10938.351221500594,109.6,1000.0,81705.8,36480.18503401359,15469.988112964207,25697.2,45,102,1,22,66,34,2,22
681,7308,11362,961227,129408,24,5392,1.0,626019,67,67,monthly issuance,951014,none,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,951014,961210,14.6,24212.0,4550.302803738317,6256.783522893417,4780.0,1000.0,56055.6,30869.78130841124,11709.142374755249,24199.5,29,78,16,0,38,40,0,13
